ticker,per,date,time,close,vol
БСП ао,D,2018-01-05,000000,55,173100
БСП ао,D,2018-01-06,000000,55,0
БСП ао,D,2018-01-07,000000,55,0
БСП ао,D,2018-01-08,000000,55,0
БСП ао,D,2018-01-09,000000,56.8,906660
БСП ао,D,2018-01-10,000000,58.05,412570
БСП ао,D,2018-01-11,000000,58,218290
БСП ао,D,2018-01-12,000000,58.35,415270
БСП ао,D,2018-01-13,000000,58.35,0
БСП ао,D,2018-01-14,000000,58.35,0
БСП ао,D,2018-01-15,000000,60,877240
БСП ао,D,2018-01-16,000000,59.05,232140
БСП ао,D,2018-01-17,000000,59.7,305840
БСП ао,D,2018-01-18,000000,60,340870
БСП ао,D,2018-01-19,000000,59.95,439520
БСП ао,D,2018-01-20,000000,59.95,0
БСП ао,D,2018-01-21,000000,59.95,0
БСП ао,D,2018-01-22,000000,60.75,168560
БСП ао,D,2018-01-23,000000,61,353260
БСП ао,D,2018-01-24,000000,60.95,519630
БСП ао,D,2018-01-25,000000,60.65,94080
БСП ао,D,2018-01-26,000000,59.9,232220
БСП ао,D,2018-01-27,000000,59.9,0
БСП ао,D,2018-01-28,000000,59.9,0
БСП ао,D,2018-01-29,000000,58.65,106260
БСП ао,D,2018-01-30,000000,58.95,134770
БСП ао,D,2018-01-31,000000,58.3,303940
БСП ао,D,2018-02-01,000000,59.55,826260
БСП ао,D,2018-02-02,000000,58.6,593340
БСП ао,D,2018-02-03,000000,58.6,0
БСП ао,D,2018-02-04,000000,58.6,0
БСП ао,D,2018-02-05,000000,59.1,128080
БСП ао,D,2018-02-06,000000,57.35,283640
БСП ао,D,2018-02-07,000000,58.05,91100
БСП ао,D,2018-02-08,000000,58.1,151920
БСП ао,D,2018-02-09,000000,57.35,215590
БСП ао,D,2018-02-10,000000,57.35,0
БСП ао,D,2018-02-11,000000,57.35,0
БСП ао,D,2018-02-12,000000,57.85,43210
БСП ао,D,2018-02-13,000000,57.65,163470
БСП ао,D,2018-02-14,000000,57.75,154580
БСП ао,D,2018-02-15,000000,57.6,236480
БСП ао,D,2018-02-16,000000,57.35,179490
БСП ао,D,2018-02-17,000000,57.35,0
БСП ао,D,2018-02-18,000000,57.35,0
БСП ао,D,2018-02-19,000000,57.25,95900
БСП ао,D,2018-02-20,000000,58.35,155860
БСП ао,D,2018-02-21,000000,59.55,324080
БСП ао,D,2018-02-22,000000,60,239000
БСП ао,D,2018-02-23,000000,60,0
БСП ао,D,2018-02-24,000000,60,0
БСП ао,D,2018-02-25,000000,60,0
БСП ао,D,2018-02-26,000000,60.05,468590
БСП ао,D,2018-02-27,000000,59.45,179940
БСП ао,D,2018-02-28,000000,57,363490
БСП ао,D,2018-03-01,000000,58.8,100400
